[peak]id_number	mz	rtime	apex(scan number)	[EmpCpd]interim_id            	[EmpCpd]ion_relation	neutral_formula	neutral_formula_mass            	name_1st_guess	matched_DB_shorts	matched_DB_records
F6267	281.16443634033203	603.7977	1731	kp565_278.151	13C/12C*2,M+H+	None	278.15095377221314	alpha-CEHC	(HMDB0001518$alpha-CEHC;HMDB0013248$Monoethylhexyl phthalic acid;HMDB0013835$Diisobutyl phthalate;HMDB0033244$Dibutyl phthalate;HMDB0133045$2-(4-hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol;HMDB0133047$bis(3-methylbut-2-en-1-yl)benzene-1,2,3,5-tetrol;HMDB0133048$2-[(3,3-dimethyloxiran-2-yl)methyl]-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol;HMDB0133084$4-(3,7-dimethylocta-2,6-dien-1-yl)benzene-1,2,3,5-tetrol;HMDB0133085$2-{[3-methyl-3-(4-methylpent-3-en-1-yl)oxiran-2-yl]methyl}benzene-1,3,5-triol;HMDB0133086$2-[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-en-1-yl]benzene-1,3,5-triol;HMDB0133087$2-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]benzene-1,3,5-triol;HMDB0133088$2-(4-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol;HMDB0133089$2-(5-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol;HMDB0133090$2-[(6E)-8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl]benzene-1,3,5-triol;HMDB0133091$2-(8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol)	('C16H22O4_278.151809', '', 1)
F5961	279.15850830078125	603.7977	1731	kp565_278.151	M0,M+H+	None	278.15095377221314	alpha-CEHC	(HMDB0001518$alpha-CEHC;HMDB0013248$Monoethylhexyl phthalic acid;HMDB0013835$Diisobutyl phthalate;HMDB0033244$Dibutyl phthalate;HMDB0133045$2-(4-hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol;HMDB0133047$bis(3-methylbut-2-en-1-yl)benzene-1,2,3,5-tetrol;HMDB0133048$2-[(3,3-dimethyloxiran-2-yl)methyl]-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol;HMDB0133084$4-(3,7-dimethylocta-2,6-dien-1-yl)benzene-1,2,3,5-tetrol;HMDB0133085$2-{[3-methyl-3-(4-methylpent-3-en-1-yl)oxiran-2-yl]methyl}benzene-1,3,5-triol;HMDB0133086$2-[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-en-1-yl]benzene-1,3,5-triol;HMDB0133087$2-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]benzene-1,3,5-triol;HMDB0133088$2-(4-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol;HMDB0133089$2-(5-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol;HMDB0133090$2-[(6E)-8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl]benzene-1,3,5-triol;HMDB0133091$2-(8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol)	('C16H22O4_278.151809', '', 1)
F6108	280.1730041503906	250.19955599999997	657	kp566_278.1623	13C/12C,M+H+	None	278.1623488286402	keratan sulfate I	(HMDB0062483$keratan sulfate I;HMDB0013243$​Leucylphenylalanine;HMDB0028914$Isoleucyl-Phenylalanine;HMDB0028998$Phenylalanylisoleucine)	('C15H22N2O3_278.163043', '', 1)
F5971	279.1696014404297	249.87205799999998	656	kp566_278.1623	M0,M+H+	None	278.1623488286402	keratan sulfate I	(HMDB0062483$keratan sulfate I;HMDB0013243$​Leucylphenylalanine;HMDB0028914$Isoleucyl-Phenylalanine;HMDB0028998$Phenylalanylisoleucine)	('C15H22N2O3_278.163043', '', 1)
F5994	226.17986297607422	495.56628600000005	1396	kp567_225.1726	M0,M+H+	None	225.17259510549562			
F6168	227.18323516845703	496.24416600000006	1398	kp567_225.1726	13C/12C,M+H+	None	225.17259510549562			
F15898	302.14320373535156	552.2885399999999	1570	kp568_300.1329	13C/12C,M+H+	None	300.13285358938236			
F6000	301.1404113769531	552.604422	1571	kp568_300.1329	M0,M+H+	None	300.13285358938236			
F6140	280.23463439941406	629.1849	1811	kp569_278.224	13C/12C,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6014	279.2313232421875	628.2378	1808	kp569_278.224	M0,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6141	280.23463439941406	636.45588	1834	kp570_278.224	13C/12C,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6015	279.2313232421875	635.82438	1832	kp570_278.224	M0,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6142	280.23463439941406	641.8144199999999	1851	kp571_278.224	13C/12C,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6016	279.2313232421875	640.55346	1847	kp571_278.224	M0,M+H+	None	278.2240248540308	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6043	301.2134704589844	694.8705	2020	kp572_278.2241	M0,Na/H	None	278.2240812334253	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6017	279.2313232421875	694.55598	2019	kp572_278.2241	M0,M+H+	None	278.2240812334253	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6143	280.23463439941406	695.18496	2021	kp572_278.2241	13C/12C,M+H+	None	278.2240812334253	alpha-Linolenic acid	(HMDB0001388$alpha-Linolenic acid;HMDB0003073$gamma-Linolenic acid;HMDB0030962$Calendic acid;HMDB0030963$Punicic acid;HMDB0030964$Linolenelaidic acid)	('C18H30O2_278.22458', '', 1)
F6022	255.12210845947266	480.213534	1349	kp573_254.1145	M0,M+H+	None	254.11448297414796	Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate	(HMDB0032796$Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate)	('C13H18O5_254.115424', '', 1)
F6397	257.1277770996094	480.213534	1349	kp573_254.1145	13C/12C*2,M+H+	None	254.11448297414796	Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate	(HMDB0032796$Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate)	('C13H18O5_254.115424', '', 1)
F6264	256.1254577636719	480.526638	1350	kp573_254.1145	13C/12C,M+H+	None	254.11448297414796	Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate	(HMDB0032796$Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate)	('C13H18O5_254.115424', '', 1)
F6029	279.6465759277344	650.00274	1877	kp574_278.6393	M0,M+H+	None	278.6392546513941			
F6172	280.64984130859375	650.00274	1877	kp574_278.6393	13C/12C,M+H+	None	278.6392546513941			
F6030	279.6465759277344	659.1127200000001	1906	kp575_278.6393	M0,M+H+	None	278.6392546513941			
F6173	280.64984130859375	659.42448	1907	kp575_278.6393	13C/12C,M+H+	None	278.6392546513941			
F6228	302.21934509277344	448.62912	1253	kp576_300.2085	13C/12C,M+H+	None	300.2084685185816	Dehydroabietic acid	(HMDB0061925$Dehydroabietic acid;HMDB0001852$all-trans-Retinoic acid;HMDB0002369$9-cis-Retinoic acid;HMDB0006219$13-cis-Retinoic acid;HMDB0012329$4-Oxoretinol;HMDB0012788$4-OH-Retinal;HMDB0012874$9,13-cis-Retinoic acid;HMDB0036564$Sugiol;HMDB0036697$ent-6,16-Kauradien-19-oic acid;HMDB0036710$Yucalexin B16;HMDB0036711$Yucalexin B7;HMDB0038702$Trilobinol;HMDB0041925$Metandienone)	('C20H28O2_300.20893', '', 1)
F6058	301.2154998779297	448.95822599999997	1254	kp576_300.2085	M0,M+H+	None	300.2084685185816	Dehydroabietic acid	(HMDB0061925$Dehydroabietic acid;HMDB0001852$all-trans-Retinoic acid;HMDB0002369$9-cis-Retinoic acid;HMDB0006219$13-cis-Retinoic acid;HMDB0012329$4-Oxoretinol;HMDB0012788$4-OH-Retinal;HMDB0012874$9,13-cis-Retinoic acid;HMDB0036564$Sugiol;HMDB0036697$ent-6,16-Kauradien-19-oic acid;HMDB0036710$Yucalexin B16;HMDB0036711$Yucalexin B7;HMDB0038702$Trilobinol;HMDB0041925$Metandienone)	('C20H28O2_300.20893', '', 1)
F6065	301.2154998779297	564.522828	1608	kp577_300.2085	M0,M+H+	None	300.2084685185816	Dehydroabietic acid	(HMDB0061925$Dehydroabietic acid;HMDB0001852$all-trans-Retinoic acid;HMDB0002369$9-cis-Retinoic acid;HMDB0006219$13-cis-Retinoic acid;HMDB0012329$4-Oxoretinol;HMDB0012788$4-OH-Retinal;HMDB0012874$9,13-cis-Retinoic acid;HMDB0036564$Sugiol;HMDB0036697$ent-6,16-Kauradien-19-oic acid;HMDB0036710$Yucalexin B16;HMDB0036711$Yucalexin B7;HMDB0038702$Trilobinol;HMDB0041925$Metandienone)	('C20H28O2_300.20893', '', 1)
F6229	302.21934509277344	564.522828	1608	kp577_300.2085	13C/12C,M+H+	None	300.2084685185816	Dehydroabietic acid	(HMDB0061925$Dehydroabietic acid;HMDB0001852$all-trans-Retinoic acid;HMDB0002369$9-cis-Retinoic acid;HMDB0006219$13-cis-Retinoic acid;HMDB0012329$4-Oxoretinol;HMDB0012788$4-OH-Retinal;HMDB0012874$9,13-cis-Retinoic acid;HMDB0036564$Sugiol;HMDB0036697$ent-6,16-Kauradien-19-oic acid;HMDB0036710$Yucalexin B16;HMDB0036711$Yucalexin B7;HMDB0038702$Trilobinol;HMDB0041925$Metandienone)	('C20H28O2_300.20893', '', 1)
F6075	227.09095764160156	435.760188	1213	kp578_226.0837	M0,M+H+	None	226.08371054657636	3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid	(HMDB0060736$3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid;HMDB0031722$3,4,5-Trimethoxyphenyl acetate;HMDB0035830$Genipin;HMDB0041560$2,4,6-Trimethoxyphenyl acetate;HMDB0041679$4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid;HMDB0041727$Dihydrosinapic acid;HMDB0124956$methyl 2-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoate;HMDB0128670$3-(4,5-dihydroxy-2,3-dimethoxyphenyl)propanal;HMDB0128677$5-(3-hydroxyprop-1-en-1-yl)-3,4-dimethoxybenzene-1,2-diol;HMDB0133894$2-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0141547$5-(3,5-dihydroxyphenyl)-4-hydroxypentanoic acid;HMDB0141549$5-(3,4,5-trihydroxyphenyl)pentanoic acid;HMDB0142080$3-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0240455$4-Hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid)	('C11H14O5_226.084124', '', 1)
F5021	249.07292938232422	435.760188	1213	kp578_226.0837	M0,Na/H	None	226.08371054657636	3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid	(HMDB0060736$3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid;HMDB0031722$3,4,5-Trimethoxyphenyl acetate;HMDB0035830$Genipin;HMDB0041560$2,4,6-Trimethoxyphenyl acetate;HMDB0041679$4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid;HMDB0041727$Dihydrosinapic acid;HMDB0124956$methyl 2-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoate;HMDB0128670$3-(4,5-dihydroxy-2,3-dimethoxyphenyl)propanal;HMDB0128677$5-(3-hydroxyprop-1-en-1-yl)-3,4-dimethoxybenzene-1,2-diol;HMDB0133894$2-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0141547$5-(3,5-dihydroxyphenyl)-4-hydroxypentanoic acid;HMDB0141549$5-(3,4,5-trihydroxyphenyl)pentanoic acid;HMDB0142080$3-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0240455$4-Hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid)	('C11H14O5_226.084124', '', 1)
F6230	228.09442901611328	435.760188	1213	kp578_226.0837	13C/12C,M+H+	None	226.08371054657636	3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid	(HMDB0060736$3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid;HMDB0031722$3,4,5-Trimethoxyphenyl acetate;HMDB0035830$Genipin;HMDB0041560$2,4,6-Trimethoxyphenyl acetate;HMDB0041679$4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid;HMDB0041727$Dihydrosinapic acid;HMDB0124956$methyl 2-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoate;HMDB0128670$3-(4,5-dihydroxy-2,3-dimethoxyphenyl)propanal;HMDB0128677$5-(3-hydroxyprop-1-en-1-yl)-3,4-dimethoxybenzene-1,2-diol;HMDB0133894$2-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0141547$5-(3,5-dihydroxyphenyl)-4-hydroxypentanoic acid;HMDB0141549$5-(3,4,5-trihydroxyphenyl)pentanoic acid;HMDB0142080$3-(2-hydroxy-3,4-dimethoxyphenyl)propanoic acid;HMDB0240455$4-Hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid)	('C11H14O5_226.084124', '', 1)
F6097	280.1482849121094	658.80084	1905	kp579_279.1413	M0,M+H+	None	279.14125652639405			
F6166	302.13157653808594	660.04806	1909	kp579_279.1413	M0,Na/H	None	279.14125652639405			
F6260	281.1510925292969	658.80084	1905	kp579_279.1413	13C/12C,M+H+	None	279.14125652639405			
F15841	281.1567726135254	188.21196600000002	472	kp580_279.1463	13C/12C,M+H+	None	279.1462679723169	(±)-Metalaxyl	(HMDB0031802$(±)-Metalaxyl)	('C15H21NO4_279.147058', '', 1)
F6099	280.15367126464844	187.54074	470	kp580_279.1463	M0,M+H+	None	279.1462679723169	(±)-Metalaxyl	(HMDB0031802$(±)-Metalaxyl)	('C15H21NO4_279.147058', '', 1)
F6116	302.0189208984375	41.9496888	34	kp581_301.0116	M0,M+H+	None	301.0115822506779			
F8893	324.0005798339844	41.6289408	33	kp581_301.0116	M0,Na/H	None	301.0115822506779			
F6265	303.0224304199219	41.6289408	33	kp581_301.0116	13C/12C,M+H+	None	301.0115822506779			
F6288	303.10498809814453	368.02128	1010	kp582_301.0944	13C/12C,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6123	302.10176849365234	368.02128	1010	kp582_301.0944	M0,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6124	302.10176849365234	377.76534599999997	1039	kp583_301.0944	M0,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6289	303.10498809814453	377.76534599999997	1039	kp583_301.0944	13C/12C,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6290	303.10498809814453	383.38880400000005	1056	kp584_301.0944	13C/12C,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6125	302.10176849365234	383.057796	1055	kp584_301.0944	M0,M+H+	None	301.09442432912846	Citpressine I	(HMDB0029323$Citpressine I;HMDB0030374$Citrusinine I)	('C16H15NO5_301.095023', '', 1)
F6253	228.1530876159668	250.19955599999997	657	kp585_226.1425	13C/12C,M+H+	None	226.14250286611573			
F6129	227.1498260498047	249.215562	654	kp585_226.1425	M0,M+H+	None	226.14250286611573			
F6291	256.2136535644531	552.2885399999999	1570	kp586_254.203	13C/12C,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6133	255.21026611328125	551.972412	1569	kp586_254.203	M0,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6134	255.21026611328125	562.90509	1603	kp587_254.203	M0,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6292	256.2136535644531	562.256742	1601	kp587_254.203	13C/12C,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6136	255.21026611328125	601.26294	1723	kp588_254.203	M0,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6293	256.2136535644531	601.26294	1723	kp588_254.203	13C/12C,M+H+	None	254.20300587243133	18-Nor-4(19),8,11,13-abietatetraene	(HMDB0041371$18-Nor-4(19),8,11,13-abietatetraene)	('C19H26_254.203451', '', 1)
F6327	281.2662658691406	681.98694	1979	kp589_279.2557	13C/12C,M+H+	None	279.25570210012455	Linoleamide	(HMDB0062656$Linoleamide)	('C18H33NO_279.256215', '', 1)
F6165	280.26304626464844	681.3581999999999	1977	kp589_279.2557	M0,M+H+	None	279.25570210012455	Linoleamide	(HMDB0062656$Linoleamide)	('C18H33NO_279.256215', '', 1)
F6331	303.1412353515625	452.275206	1264	kp590_301.1306	13C/12C,M+H+	None	301.1306105473902	Oxymorphone	(HMDB0015323$Oxymorphone;HMDB0029382$Genomorphine;HMDB0041960$Noroxycodone;HMDB0134816$5-amino-2,5-dihydroxy-3,4-diphenylpentanoic acid;HMDB0137011$3-(3,4-dihydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]propanimidic acid)	('C17H19NO4_301.131408', '', 1)
F6170	302.1378936767578	452.275206	1264	kp590_301.1306	M0,M+H+	None	301.1306105473902	Oxymorphone	(HMDB0015323$Oxymorphone;HMDB0029382$Genomorphine;HMDB0041960$Noroxycodone;HMDB0134816$5-amino-2,5-dihydroxy-3,4-diphenylpentanoic acid;HMDB0137011$3-(3,4-dihydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]propanimidic acid)	('C17H19NO4_301.131408', '', 1)
F6306	256.2347869873047	626.33766	1802	kp591_254.2241	13C/12C,M+H+	None	254.22409351891577	Hypogeic acid	(HMDB0002186$Hypogeic acid;HMDB0003229$Palmitoleic acid;HMDB0010735$Trans-Hexa-dec-2-enoic acid;HMDB0012328$Palmitelaidic acid;HMDB0031053$(E)-6-Hexadecenoic acid;HMDB0031145$5-Dodecyldihydro-2(3H)-furanone;HMDB0031711$15-Hexadecanolide;HMDB0032638$(Z)-5-Hexadecenoic acid;HMDB0033791$(E)-3-Hexadecenoic acid;HMDB0035877$(Z)-13-Hexadecenoic acid;HMDB0037647$(E)-11-Hexadecenoic acid;HMDB0038958$Citronellyl hexanoate;HMDB0041422$(Z)-14-Methyl-6-pentadecenoic acid)	('C16H30O2_254.22458', '', 1)
F6182	255.23130798339844	626.02044	1801	kp591_254.2241	M0,M+H+	None	254.22409351891577	Hypogeic acid	(HMDB0002186$Hypogeic acid;HMDB0003229$Palmitoleic acid;HMDB0010735$Trans-Hexa-dec-2-enoic acid;HMDB0012328$Palmitelaidic acid;HMDB0031053$(E)-6-Hexadecenoic acid;HMDB0031145$5-Dodecyldihydro-2(3H)-furanone;HMDB0031711$15-Hexadecanolide;HMDB0032638$(Z)-5-Hexadecenoic acid;HMDB0033791$(E)-3-Hexadecenoic acid;HMDB0035877$(Z)-13-Hexadecenoic acid;HMDB0037647$(E)-11-Hexadecenoic acid;HMDB0038958$Citronellyl hexanoate;HMDB0041422$(Z)-14-Methyl-6-pentadecenoic acid)	('C16H30O2_254.22458', '', 1)
F6115	280.2243347167969	630.4476599999999	1815	kp592_257.2351	M0,Na/H	None	257.23512351044354			
F6606	258.2424011230469	629.1849	1811	kp592_257.2351	M0,M+H+	None	257.23512351044354			
F6781	259.2458190917969	629.50026	1812	kp592_257.2351	13C/12C,M+H+	None	257.23512351044354			
F6307	256.2347869873047	630.7632600000001	1816	kp593_254.2241	13C/12C,M+H+	None	254.22409351891577	Hypogeic acid	(HMDB0002186$Hypogeic acid;HMDB0003229$Palmitoleic acid;HMDB0010735$Trans-Hexa-dec-2-enoic acid;HMDB0012328$Palmitelaidic acid;HMDB0031053$(E)-6-Hexadecenoic acid;HMDB0031145$5-Dodecyldihydro-2(3H)-furanone;HMDB0031711$15-Hexadecanolide;HMDB0032638$(Z)-5-Hexadecenoic acid;HMDB0033791$(E)-3-Hexadecenoic acid;HMDB0035877$(Z)-13-Hexadecenoic acid;HMDB0037647$(E)-11-Hexadecenoic acid;HMDB0038958$Citronellyl hexanoate;HMDB0041422$(Z)-14-Methyl-6-pentadecenoic acid)	('C16H30O2_254.22458', '', 1)
F6183	255.23130798339844	630.4476599999999	1815	kp593_254.2241	M0,M+H+	None	254.22409351891577	Hypogeic acid	(HMDB0002186$Hypogeic acid;HMDB0003229$Palmitoleic acid;HMDB0010735$Trans-Hexa-dec-2-enoic acid;HMDB0012328$Palmitelaidic acid;HMDB0031053$(E)-6-Hexadecenoic acid;HMDB0031145$5-Dodecyldihydro-2(3H)-furanone;HMDB0031711$15-Hexadecanolide;HMDB0032638$(Z)-5-Hexadecenoic acid;HMDB0033791$(E)-3-Hexadecenoic acid;HMDB0035877$(Z)-13-Hexadecenoic acid;HMDB0037647$(E)-11-Hexadecenoic acid;HMDB0038958$Citronellyl hexanoate;HMDB0041422$(Z)-14-Methyl-6-pentadecenoic acid)	('C16H30O2_254.22458', '', 1)
F6342	281.657958984375	688.2678599999999	1999	kp594_279.6472	13C/12C,M+H+	None	279.6472121098902			
F6188	280.6543731689453	687.9545999999999	1998	kp594_279.6472	M0,M+H+	None	279.6472121098902			
F6189	302.1591491699219	55.8798588	78	kp595_301.1519	M0,M+H+	None	301.1518507817652			
F6351	303.16246032714844	55.564097999999994	77	kp595_301.1519	13C/12C,M+H+	None	301.1518507817652			
F6317	256.6312255859375	605.0538	1735	kp596_254.6209	13C/12C,M+H+	None	254.62089642113833			
F6192	255.62847518920898	605.0538	1735	kp596_254.6209	M0,M+H+	None	254.62089642113833			
F15901	303.18265533447266	575.712498	1643	kp597_278.1874	13C/12C*2,Na/H	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F5988	279.19461822509766	575.3987579999999	1642	kp597_278.1874	M0,M+H+	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F6194	302.1803741455078	576.3397560000001	1645	kp597_278.1874	13C/12C,Na/H	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F8086	317.1503677368164	576.3397560000001	1645	kp597_278.1874	M0,K/H	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F8210	318.1546173095703	576.026268	1644	kp597_278.1874	13C/12C,K/H	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F15895	301.17633056640625	576.3397560000001	1645	kp597_278.1874	M0,Na/H	None	278.18735341954186	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone	(HMDB0030801$1-(4-Hydroxy-3-methoxyphenyl)-3-decanone;HMDB0030974$8-Acetoxy-4-acoren-3-one;HMDB0031928$Panaxytriol;HMDB0039251$Panaxacol;HMDB0137260$4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol)	('C17H26O3_278.188195', '', 1)
F6213	302.21417236328125	519.4230239999999	1469	kp598_301.2069	M0,M+H+	None	301.2069350102808			
F6383	303.2176055908203	519.100134	1468	kp598_301.2069	13C/12C,M+H+	None	301.2069350102808			
F6214	302.21417236328125	529.5241860000001	1500	kp599_301.2065	M0,M+H+	None	301.20651834890384			
F6384	303.2176055908203	529.1999460000001	1499	kp599_301.2065	13C/12C,M+H+	None	301.20651834890384			
F6519	304.22032165527344	529.1999460000001	1499	kp599_301.2065	13C/12C*2,M+H+	None	301.20651834890384			
